source,target,weight,Class,source-title,target-title,source-publisher, target-publisher,source-time,target-time,from-pub-uri,to-pub-uri,source-url, target-url
English474,English599,0.226,Information-Not-Propagated,Trump EPA expected to roll back auto gas mileage standards,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Associated Press,Stereogum,2018-03-30T19:45:00Z,2018-06-30T01:09:00Z,hosted.ap.org,,http://hosted.ap.org/dynamic/stories/A/APFN_US_GAS_MILEAGE_ROLLBACK?SITE=NDBIS&SECTION=HOME&TEMPLATE=DEFAULT,
English475,English470,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,Elizabeth May: Canada's environmental Joan of Arc - iPolitics,Associated Press,IPolitics,2018-03-30T19:45:00Z,2018-03-30T20:17:00Z,hosted.ap.org,ipolitics.ca,http://hosted.ap.org/dynamic/stories/A/APFN_US_GAS_MILEAGE_ROLLBACK?SITE=TXMCA&SECTION=HOME&TEMPLATE=DEFAULT,https://ipolitics.ca/2018/03/25/elizabeth-may-canadas-environmental-joan-of-arc/
English476,English475,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,Trump EPA expected to roll back auto gas mileage standards,San Jose Mercury News,Associated Press,2018-03-30T19:29:00Z,2018-03-30T19:45:00Z,mercurynews.com,hosted.ap.org,https://www.mercurynews.com/2018/03/30/trump-epa-expected-to-roll-back-auto-gas-mileage-standards/,http://hosted.ap.org/dynamic/stories/A/APFN_US_GAS_MILEAGE_ROLLBACK?SITE=TXMCA&SECTION=HOME&TEMPLATE=DEFAULT
English477,English441,1,Information-Propagated,LOUIS XIII Celebrates 100 Years With Pharrell Williams For Its #IfWeCare Initiative,Snowy- Slushy Start - Treacherous Travel North of MSP - Easter Wind Chill,Haute Living,Star Tribune,2018-03-30T19:14:00Z,2018-03-31T04:33:00Z,hauteliving.com,startribune.com,http://hauteliving.com/2018/03/louis-xiii-celebrates-100-years-pharrell-williams-ifwecare/653900/,http://www.startribune.com/snowy-slushy-start-treacherous-travel-north-of-msp-easter-wind-chill/478424903/
English478,English599,0.257,Information-Not-Propagated,Trump EPA expected to roll back auto gas mileage standards,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Post Bulletin,Stereogum,2018-03-30T18:46:00Z,2018-06-30T01:09:00Z,postbulletin.com,,http://www.postbulletin.com/news/nation/trump-epa-expected-to-roll-back-auto-gas-mileage-standards/article_e85d2171-2401-532c-bdc7-85fddbeb1b04.html,
English479,English476,0.937,Information-Propagated,For the booze business- going green is a matter of survival,Trump EPA expected to roll back auto gas mileage standards,Popular Science,San Jose Mercury News,2018-03-30T18:40:00Z,2018-03-30T19:29:00Z,popsci.com,mercurynews.com,https://www.popsci.com/booze-goes-green,https://www.mercurynews.com/2018/03/30/trump-epa-expected-to-roll-back-auto-gas-mileage-standards/
English48,English45,0.967,Information-Propagated,IMF leader says pandemic stimulus must focus on battling climate crisis,COVID-19 stimulus must focus on battling climate crisis- says IMF MD,Reuters,Deccan Herald,2020-04-29T12:08:00Z,2020-04-29T12:11:00Z,reuters.com,deccanherald.com,https://www.reuters.com/article/us-health-coronavirus-imf-climate-idUSKBN22B1OV,https://www.deccanherald.com/business/covid-19-stimulus-must-focus-on-battling-climate-crisis-says-imf-md-831414.html
English480,English599,0.258,Information-Not-Propagated,Trump EPA expected to roll back auto gas mileage standards,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Associated Press,Stereogum,2018-03-30T18:39:00Z,2018-06-30T01:09:00Z,hosted.ap.org,,http://hosted2.ap.org/CARIE/7f780b0f92634e54be4b48f9179deaa4/Article_2018-03-30-APFN-US--Gas%20Mileage%20Rollback/id-2a3804f989dd4f8097273f674decc93a,
English481,English479,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,For the booze business- going green is a matter of survival,The Columbian,Popular Science,2018-03-30T18:31:00Z,2018-03-30T18:40:00Z,columbian.com,popsci.com,http://www.columbian.com/news/2018/mar/30/trump-epa-expected-to-roll-back-auto-gas-mileage-standards/,https://www.popsci.com/booze-goes-green
English482,English444,1,Information-Propagated,Spring ushers in multi-faceted art exhibits across Annapolis,Shipping Industry Sells Out on Paris Agreement,The Baltimore Sun,Maritime Reporter,2018-03-30T18:26:00Z,2018-03-31T03:40:00Z,baltimoresun.com,marinelink.com,http://www.baltimoresun.com/ac-cn-gallery-20180328-story.html,https://www.marinelink.com/news/agreement-industry435776
English483,English611,0.38,Information-Not-Propagated,Spring ushers in multi-faceted art exhibits across Annapolis,NOT REAL NEWS: A look at what didn't happen this week,Capital Gazette,Daily Mail Online,2018-03-30T18:21:00Z,2018-06-29T22:00:00Z,capitalgazette.com,dailymail.co.uk,http://www.capitalgazette.com/entertainment/ac-cn-gallery-20180328-story.html,http://www.dailymail.co.uk/wires/ap/article-5902697/NOT-REAL-NEWS-A-look-didnt-happen-week.html
English484,English51,0.323,Information-Not-Propagated,Album Review: Fiona Apple - Fetch The Bolt Cutters | Live4ever Media,10 new albums to lift your lockdown mood,Live4ever Media,Green Left Weekly,2020-04-27T12:32:00Z,2020-04-29T10:56:00Z,live4ever.uk.com,greenleft.org.au,https://www.live4ever.uk.com/2020/04/album-review-fiona-apple-fetch-the-bolt-cutters/,https://www.greenleft.org.au/content/10-new-albums-lift-your-lockdown-mood
English485,English482,0.986,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,Spring ushers in multi-faceted art exhibits across Annapolis,Metro Toronto,The Baltimore Sun,2018-03-30T18:08:00Z,2018-03-30T18:26:00Z,metronews.ca,baltimoresun.com,http://www.metronews.ca/news/world/2018/03/30/trump-epa-expected-to-roll-back-auto-gas-mileage-standards.html,http://www.baltimoresun.com/ac-cn-gallery-20180328-story.html
English486,English8,0.311,Information-Not-Propagated,Could THIS lead to a cure for 'super gonorrhoea'?,Letters (April 29- 2020),Daily Mail Online,Micah Jakob,2018-03-30T18:08:00Z,2020-04-29T06:47:00Z,dailymail.co.uk,theava.com,http://www.dailymail.co.uk/health/article-5562449/Could-lead-cure-super-gonorrhoea.html,https://www.theava.com/archives/124670
English487,English430,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,How green is the Easter Bunny? | Saturday Star,Associated Press,IOL,2018-03-30T18:06:00Z,2018-03-31T08:28:00Z,hosted.ap.org,iol.co.za,http://hosted.ap.org/dynamic/stories/U/US_GAS_MILEAGE_ROLLBACK?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT,https://www.iol.co.za/saturday-star/news/how-green-is-the-easter-bunny-14170750
English488,English448,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,New interactive map shows climate change everywhere in world,The TimesDaily,SpaceDaily,2018-03-30T17:57:00Z,2018-03-31T02:04:00Z,timesdaily.com,spacedaily.com,http://www.timesdaily.com/news/nation/trump-epa-expected-to-roll-back-auto-gas-mileage-standards/article_18fd1db9-188e-5ecb-b4f2-14753ba396bd.html,http://www.spacedaily.com/reports/New_interactive_map_shows_climate_change_everywhere_in_world_999.html
English489,English485,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,Trump EPA expected to roll back auto gas mileage standards,CTV News,Metro Toronto,2018-03-30T17:57:00Z,2018-03-30T18:08:00Z,ctvnews.ca,metronews.ca,https://www.ctvnews.ca/autos/trump-epa-expected-to-roll-back-auto-gas-mileage-standards-1.3865680,http://www.metronews.ca/news/world/2018/03/30/trump-epa-expected-to-roll-back-auto-gas-mileage-standards.html
English49,English8,0.375,Information-Not-Propagated,Mobilizing Climate Action in the Face of Planet of the Humans,Letters (April 29- 2020),The Smirking Chimp,Micah Jakob,2020-04-29T12:05:00Z,2020-04-29T06:47:00Z,smirkingchimp.com,theava.com,http://www.smirkingchimp.com/thread/cynthia-kaufman/90362/mobilizing-climate-action-in-the-face-of-planet-of-the-humans,https://www.theava.com/archives/124670
English490,English24,0.284,Information-Not-Propagated,US on track to meet climate targets despite Trump  --  UN chief,How a record strong Arctic weather pattern aided a troubled Arctic research expedition,BorneoPost Online,Washington Post,2018-03-30T17:55:00Z,2020-04-29T04:19:00Z,theborneopost.com,washingtonpost.com,http://www.theborneopost.com/2018/03/31/us-on-track-to-meet-climate-targets-despite-trump-un-chief/,https://www.washingtonpost.com/weather/2020/04/29/how-record-strong-polar-vortex-assisted-troubled-arctic-research-expedition/
English491,English485,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,Trump EPA expected to roll back auto gas mileage standards,The Brandon Sun,Metro Toronto,2018-03-30T17:43:00Z,2018-03-30T18:08:00Z,brandonsun.com,metronews.ca,https://www.brandonsun.com/business/breaking-news/trump-epa-expected-to-roll-back-auto-gas-mileage-standards-478403813.html,http://www.metronews.ca/news/world/2018/03/30/trump-epa-expected-to-roll-back-auto-gas-mileage-standards.html
English492,English444,0.979,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,Shipping Industry Sells Out on Paris Agreement,Phys.org,Maritime Reporter,2018-03-30T17:43:00Z,2018-03-31T03:40:00Z,phys.org,marinelink.com,https://phys.org/news/2018-03-trump-epa-auto-gas-mileage.html,https://www.marinelink.com/news/agreement-industry435776
English493,English444,0.998,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,Shipping Industry Sells Out on Paris Agreement,MyrtleBeachOnline,Maritime Reporter,2018-03-30T17:36:00Z,2018-03-31T03:40:00Z,myrtlebeachonline.com,marinelink.com,http://www.myrtlebeachonline.com/news/business/national-business/article207444034.html,https://www.marinelink.com/news/agreement-industry435776
English494,English473,0.319,Information-Not-Propagated,'Among Stupidest Policies Yet Proposed-' Trump EPA to Lower Car Emissions Standards,Sir David Attenborough Explores the Fascinating World of Bioluminescent Flora and Fauna,CommonDreams,Laughing Squid,2018-03-30T17:34:00Z,2018-03-30T19:46:00Z,commondreams.org,laughingsquid.com,https://www.commondreams.org/news/2018/03/30/among-stupidest-policies-yet-proposed-trump-epa-lower-car-emissions-standards,https://laughingsquid.com/sir-david-attenborough-bioluminescent-flora-and-fauna/
English495,English469,0.404,Unsure,News Highlights : Top Company News of the Day,Trump EPA expected to roll back auto gas mileage standards,4-traders,Times Union,2018-03-30T17:30:00Z,2018-03-30T20:32:00Z,4-traders.com,timesunion.com,http://www.4-traders.com//news/News-Highlights-Top-Company-News-of-the-Day--26258511/?utm_medium=RSS&utm_content=20180330,https://www.timesunion.com/news/politics/article/Trump-EPA-expected-to-roll-back-auto-gas-mileage-12793868.php
English496,English448,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,New interactive map shows climate change everywhere in world,Associated Press,SpaceDaily,2018-03-30T17:29:00Z,2018-03-31T02:04:00Z,hosted.ap.org,spacedaily.com,http://hosted2.ap.org/CARIE/7f780b0f92634e54be4b48f9179deaa4/Article_2018-03-30-APFN-US--Gas%20Mileage%20Rollback/id-09124f1b3b044938b0c9e5be09cac489,http://www.spacedaily.com/reports/New_interactive_map_shows_climate_change_everywhere_in_world_999.html
English497,English452,0.428,Unsure,Easter candy is hurting the planet- scientists say,Delingpole: Finally 'Climate Change' Gets Its Scopes Monkey Trial--and the Bad Guys Are Gonna Lose | Breitbart,Centre Daily Times,Breitbart,2018-03-30T17:29:00Z,2018-03-31T00:36:00Z,centredaily.com,breitbart.com,http://www.centredaily.com/news/nation-world/national/article207456634.html,http://www.breitbart.com/big-government/2018/03/31/delingpole-finally-climate-change-gets-its-scopes-monkey-trial-and-the-bad-guys-are-gonna-lose/
English498,English497,1,Information-Propagated,Easter candy is hurting the planet- scientists say,Easter candy is hurting the planet- scientists say,The News&Observer,Centre Daily Times,2018-03-30T17:28:00Z,2018-03-30T17:29:00Z,newsobserver.com,centredaily.com,http://www.newsobserver.com/news/nation-world/national/article207456634.html,http://www.centredaily.com/news/nation-world/national/article207456634.html
English499,English497,1,Information-Propagated,Easter candy is hurting the planet- scientists say,Easter candy is hurting the planet- scientists say,Miami Herald,Centre Daily Times,2018-03-30T17:28:00Z,2018-03-30T17:29:00Z,miamiherald.com,centredaily.com,http://www.miamiherald.com/news/nation-world/national/article207456634.html,http://www.centredaily.com/news/nation-world/national/article207456634.html
English5,English1,0.224,Information-Not-Propagated,The Largest Ozone Hole Ever Recorded Over North Pole Has Finally 'Healed Itself' and Closed,New bugs- found in Kenya- can help to control major maize pests,The Mind Unleashed,Nigeria Sun,2020-04-29T07:13:00Z,2020-04-29T07:35:00Z,themindunleashed.com,nigeriasun.com,https://themindunleashed.com/2020/04/largest-ozone-hole-ever-recorded-over-north-pole-healed-itself-closed.html,https://www.nigeriasun.com/news/264880895/new-bugs-found-in-kenya-can-help-to-control-major-maize-pests
English50,English8,0.286,Information-Not-Propagated,Battered by floods- people living along rivers try new remedies,Letters (April 29- 2020),The Daily Reporter,Micah Jakob,2020-04-29T11:48:00Z,2020-04-29T06:47:00Z,dailyreporter.com,theava.com,https://dailyreporter.com/2020/04/29/battered-by-floods-people-living-along-rivers-try-new-remedies/,https://www.theava.com/archives/124670
English500,English497,1,Information-Propagated,Easter candy is hurting the planet- scientists say,Easter candy is hurting the planet- scientists say,The Kansas City Star,Centre Daily Times,2018-03-30T17:24:00Z,2018-03-30T17:29:00Z,kansascity.com,centredaily.com,http://www.kansascity.com/news/nation-world/national/article207456609.html,http://www.centredaily.com/news/nation-world/national/article207456634.html
English501,English497,1,Information-Propagated,Easter candy is hurting the planet- scientists say,Easter candy is hurting the planet- scientists say,The State,Centre Daily Times,2018-03-30T17:23:00Z,2018-03-30T17:29:00Z,thestate.com,centredaily.com,http://www.thestate.com/news/nation-world/national/article207456634.html,http://www.centredaily.com/news/nation-world/national/article207456634.html
English502,English497,1,Information-Propagated,Easter candy is hurting the planet- scientists say,Easter candy is hurting the planet- scientists say,MyrtleBeachOnline,Centre Daily Times,2018-03-30T17:18:00Z,2018-03-30T17:29:00Z,myrtlebeachonline.com,centredaily.com,http://www.myrtlebeachonline.com/news/nation-world/national/article207456634.html,http://www.centredaily.com/news/nation-world/national/article207456634.html
English503,English8,0.344,Information-Not-Propagated,Spring break in Pasadena? For MIT students installing solar panels- it's a way to give back,Letters (April 29- 2020),Pasadena Star News,Micah Jakob,2018-03-30T17:11:00Z,2020-04-29T06:47:00Z,pasadenastarnews.com,theava.com,http://www.pasadenastarnews.com/2018/03/30/spring-break-in-pasadena-for-mit-students-installing-solar-panels-its-a-way-to-give-back/,https://www.theava.com/archives/124670
English504,English599,0.3,Information-Not-Propagated,Republican Climate Denialism Has Sunk to a Staggering New Low Under Trump,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,AlterNet,Stereogum,2018-03-30T16:20:00Z,2018-06-30T01:09:00Z,alternet.org,,https://www.alternet.org/environment/republican-climate-denialism-has-sunk-staggering-new-low-under-trump,
English505,English936,0.345,Information-Not-Propagated,EPA Confirms Obama-Era Fuel Economy Rules,Feds to investigate spike in gray whale deaths on West Coast,CleanTechnica,KRON 4 News,2018-03-30T16:02:00Z,2019-05-31T22:10:00Z,cleantechnica.com,kron4.com,https://cleantechnica.com/2018/03/30/epa-confirms-obama-era-fuel-economy-rules/,https://www.kron4.com/news/california/feds-to-investigate-spike-in-gray-whale-deaths-on-west-coast-1/2043033291
English506,English476,1,Information-Propagated,Trump EPA expected to roll back auto gas mileage standards,Trump EPA expected to roll back auto gas mileage standards,mySA,San Jose Mercury News,2018-03-30T15:56:00Z,2018-03-30T19:29:00Z,mysanantonio.com,mercurynews.com,https://www.mysanantonio.com/news/politics/article/Trump-EPA-expected-to-roll-back-auto-gas-mileage-12793868.php,https://www.mercurynews.com/2018/03/30/trump-epa-expected-to-roll-back-auto-gas-mileage-standards/
English507,English494,0.285,Information-Not-Propagated,The hypocrisy behind Ford's 'green' reputation | Guest column,'Among Stupidest Policies Yet Proposed-' Trump EPA to Lower Car Emissions Standards,Detroit Free Press,CommonDreams,2018-03-30T15:47:00Z,2018-03-30T17:34:00Z,freep.com,commondreams.org,https://www.freep.com/story/opinion/contributors/2018/03/30/fuel-economy-rules-ford/472583002/,https://www.commondreams.org/news/2018/03/30/among-stupidest-policies-yet-proposed-trump-epa-lower-car-emissions-standards
English508,English529,0.303,Information-Not-Propagated,News Highlights : Top Energy News of the Day | 4-Traders,News of the Day From Around the World,4-traders,San Francisco Gate,2018-03-30T15:23:00Z,2018-04-30T20:45:00Z,4-traders.com,sfgate.com,http://www.4-traders.com//WTI-2355639/news/News-Highlights-Top-Energy-News-of-the-Day-26257752/?utm_medium=RSS&utm_content=20180330,https://www.sfgate.com/world/article/News-of-the-Day-From-Around-the-World-12875649.php
English509,English884,0.252,Information-Not-Propagated,  6 reasons Donald Trump deserves Nobel Peace Prize ,Editorial: Don't stall fuel standards,WND News,Times Union,2018-04-30T23:20:00Z,2019-07-31T22:54:00Z,wnd.com,timesunion.com,http://www.wnd.com/2018/04/6-reasons-donald-trump-deserves-nobel-peace-prize/,https://www.timesunion.com/opinion/article/Editorial-Don-t-stall-fuel-standards-14271335.php
English51,English8,0.379,Information-Not-Propagated,10 new albums to lift your lockdown mood,Letters (April 29- 2020),Green Left Weekly,Micah Jakob,2020-04-29T10:56:00Z,2020-04-29T06:47:00Z,greenleft.org.au,theava.com,https://www.greenleft.org.au/content/10-new-albums-lift-your-lockdown-mood,https://www.theava.com/archives/124670
English510,English884,0.223,Information-Not-Propagated,Slowdown in US air quality gains: study,Editorial: Don't stall fuel standards,Yahoo,Times Union,2018-04-30T22:33:00Z,2019-07-31T22:54:00Z,yahoo.com,timesunion.com,https://www.yahoo.com/news/slowdown-us-air-quality-gains-study-215217830.html,https://www.timesunion.com/opinion/article/Editorial-Don-t-stall-fuel-standards-14271335.php
English511,English699,0.238,Information-Not-Propagated,Slowdown in US air quality gains: study,How carbon leak may have led to human civilisation,The Citizen News,Eastern Mirror,2018-04-30T22:14:00Z,2018-07-31T16:19:00Z,citizen.co.za,easternmirrornagaland.com,http://citizen.co.za/news/news-world/1911022/slowdown-in-us-air-quality-gains-study/,http://www.easternmirrornagaland.com/how-carbon-leak-may-have-led-to-human-civilisation/
English512,English511,0.959,Information-Propagated,Slowdown in US air quality gains: study - Space Daily,Slowdown in US air quality gains: study,SpaceDaily,The Citizen News,2018-04-30T22:12:00Z,2018-04-30T22:14:00Z,spacedaily.com,citizen.co.za,http://www.spacedaily.com/afp/180430215233.q4g9es89.html,http://citizen.co.za/news/news-world/1911022/slowdown-in-us-air-quality-gains-study/
English513,English512,0.952,Information-Propagated,Slowdown in US air quality gains: study,Slowdown in US air quality gains: study - Space Daily,Daily Mail Online,SpaceDaily,2018-04-30T22:07:00Z,2018-04-30T22:12:00Z,dailymail.co.uk,spacedaily.com,http://www.dailymail.co.uk/wires/afp/article-5676025/Slowdown-US-air-quality-gains-study.html,http://www.spacedaily.com/afp/180430215233.q4g9es89.html
English514,English512,0.997,Information-Propagated,Review: Vessels of Mercy- Vessels of Wrath,Slowdown in US air quality gains: study - Space Daily,Gambit Weekly,SpaceDaily,2018-04-30T22:07:00Z,2018-04-30T22:12:00Z,bestofneworleans.com,spacedaily.com,https://www.bestofneworleans.com/gambit/review-vessels-of-mercy-vessels-of-wrath/Content?oid=12387718,http://www.spacedaily.com/afp/180430215233.q4g9es89.html
English515,English599,0.229,Information-Not-Propagated,Slowdown in US air quality gains: study,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,France 24,Stereogum,2018-04-30T22:06:00Z,2018-06-30T01:09:00Z,france24.com,,http://www.france24.com/en/20180430-slowdown-us-air-quality-gains-study,
English516,English512,1,Information-Propagated,£20m study to investigate collapse risk of major Antarctic glacier,Slowdown in US air quality gains: study - Space Daily,gkmen.com,SpaceDaily,2018-04-30T22:04:00Z,2018-04-30T22:12:00Z,gkmen.com,spacedaily.com,http://gkmen.com/2018/05/01/20m-study-to-investigate-collapse-risk-of-major-antarctic/,http://www.spacedaily.com/afp/180430215233.q4g9es89.html
English517,English699,0.276,Information-Not-Propagated,Biggest Wall Street Bank CEO Condemned Trump's Paris Agreement Pullout -- He's Still Financing Fossil Fuels,How carbon leak may have led to human civilisation,AlterNet,Eastern Mirror,2018-04-30T22:00:00Z,2018-07-31T16:19:00Z,alternet.org,easternmirrornagaland.com,https://www.alternet.org/environment/jpmorgan-chase-ceo-jamie-dimon-needs-climate-change-education,http://www.easternmirrornagaland.com/how-carbon-leak-may-have-led-to-human-civilisation/
English518,English936,0.272,Information-Not-Propagated,Allergy Season Worsens Every Year Due To Weather Change: Here Are The Cities That Are Most Affected,Feds to investigate spike in gray whale deaths on West Coast,Tech Times,KRON 4 News,2018-04-30T21:39:00Z,2019-05-31T22:10:00Z,techtimes.com,kron4.com,http://www.techtimes.com/articles/226543/20180430/allergy-season-worsens-every-year-due-to-weather-change-here-are-the-cities-that-are-most-affected.htm,https://www.kron4.com/news/california/feds-to-investigate-spike-in-gray-whale-deaths-on-west-coast-1/2043033291
English519,English599,0.226,Information-Not-Propagated,La Niña-like ocean cooling patterns intensify northwestern Pacific tropical cyclones,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,EurekAlert!,Stereogum,2018-04-30T21:39:00Z,2018-06-30T01:09:00Z,eurekalert.org,,https://www.eurekalert.org/pub_releases/2018-04/uoha-lno043018.php,
English52,English599,0.198,Information-Not-Propagated,Happy New Year! Highs (Barely) Back Above Zero Monday,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Star Tribune,Stereogum,2017-12-31T23:59:00Z,2018-06-30T01:09:00Z,startribune.com,,http://www.startribune.com/happy-new-year-highs-barely-back-above-zero-monday/467406763/,
English520,English625,0.292,Information-Not-Propagated,Allergy season is terrible: Tell us about yours,Hurricanes are moving more slowly  --  which makes them even more dangerous,WUWM,Washington Post,2018-04-30T21:35:00Z,2018-06-29T19:34:00Z,wuwm.com,washingtonpost.com,http://wuwm.com/post/allergy-season-terrible-tell-us-about-yours,https://www.washingtonpost.com/news/energy-environment/wp/2018/06/06/hurricanes-are-traveling-more-slowly-which-makes-them-even-more-dangerous/
English521,English599,0.276,Information-Not-Propagated,Lacombe County prepares for climate change - Red Deer Advocate,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Red Deer Advocate,Stereogum,2018-04-30T21:30:00Z,2018-06-30T01:09:00Z,reddeeradvocate.com,,https://www.reddeeradvocate.com/news/lacombe-county-prepares-for-climate-change/,
English522,English599,0.241,Information-Not-Propagated,Nations begin drafting 'operating manual' for climate action at UN conference in Bonn,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,UN News,Stereogum,2018-04-30T21:25:00Z,2018-06-30T01:09:00Z,news.un.org,,https://news.un.org/en/story/2018/04/1008572,
English523,English712,0.242,Information-Not-Propagated,Allergy season is terrible: Tell us about yours,Seeking global attention- Philippines moves human rights probe to New York,W Public Broadcasting,IntellAsia,2018-04-30T21:20:00Z,2018-09-30T23:07:00Z,wvpublic.org,intellasia.net,http://wvpublic.org/post/allergy-season-terrible-tell-us-about-yours,https://www.intellasia.net/seeking-global-attention-philippines-moves-human-rights-probe-to-new-york-687259
English524,English521,1,Information-Propagated,World Briefs: Suspected slavery victims rescued- World News & Top Stories - The Straits Times,Lacombe County prepares for climate change - Red Deer Advocate,The Straits Times,Red Deer Advocate,2018-04-30T21:19:00Z,2018-04-30T21:30:00Z,straitstimes.com,reddeeradvocate.com,https://www.straitstimes.com/world/world-briefs-suspected-slavery-victims-rescued,https://www.reddeeradvocate.com/news/lacombe-county-prepares-for-climate-change/
English525,English8,0.24,Information-Not-Propagated,La Nina-like ocean cooling patterns intensify northwestern Pacific tropical cyclones,Letters (April 29- 2020),Phys.org,Micah Jakob,2018-04-30T21:19:00Z,2020-04-29T06:47:00Z,phys.org,theava.com,https://phys.org/news/2018-04-la-nina-like-ocean-cooling-patterns.html,https://www.theava.com/archives/124670
English526,English520,0.947,Information-Propagated,Climate Change Lawsuits: Please Excuse Us For Living,Allergy season is terrible: Tell us about yours,The Daily Caller,WUWM,2018-04-30T21:11:00Z,2018-04-30T21:35:00Z,dailycaller.com,wuwm.com,http://dailycaller.com/2018/04/30/climate-change-lawsuits-please-excuse-us-for-living/,http://wuwm.com/post/allergy-season-terrible-tell-us-about-yours
English527,English936,0.305,Information-Not-Propagated,The Full List Of Tesla Inc (TSLA) Exec Departures Over The Past Two Years - ValueWalk,Feds to investigate spike in gray whale deaths on West Coast,ValueWalk,KRON 4 News,2018-04-30T21:06:00Z,2019-05-31T22:10:00Z,valuewalk.com,kron4.com,https://www.valuewalk.com/2018/04/full-list-tesla-inc-tsla-departures/,https://www.kron4.com/news/california/feds-to-investigate-spike-in-gray-whale-deaths-on-west-coast-1/2043033291
English528,English9,0.263,Information-Not-Propagated,As Climate Change Laps Its Shores- USVI Will Face Tough Choices | St.,What The New Market Paradigm Would Look Like,VI Source,Seeking Alpha,2020-04-27T04:55:00Z,2020-04-29T06:31:00Z,stcroixsource.com,seekingalpha.com,https://stcroixsource.com/2020/04/27/as-climate-change-laps-its-shores-usvi-will-face-tough-choices/,https://seekingalpha.com/article/4341074-what-new-market-paradigm-look-like
English529,English599,0.413,Unsure,News of the Day From Around the World,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,San Francisco Gate,Stereogum,2018-04-30T20:45:00Z,2018-06-30T01:09:00Z,sfgate.com,,https://www.sfgate.com/world/article/News-of-the-Day-From-Around-the-World-12875649.php,
English53,English320,0.209,Information-Not-Propagated,UK Breaks 13 Clean Energy Records in 2017 - Geek.com,Is Bernie Sanders the only one still talking about climate change?,Geek.com,grist,2017-12-31T23:06:00Z,2018-01-31T21:40:00Z,geek.com,grist.org,https://www.geek.com/science/uk-breaks-13-clean-energy-records-in-2017-1726762/,https://grist.org/article/is-bernie-sanders-the-only-one-still-talking-about-climate-change/
English530,English599,0.393,Information-Not-Propagated,King- Collins push for more research on ocean warming in Gulf of Maine - CentralMaine.com,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,Kennebec Journal,Stereogum,2018-04-30T20:34:00Z,2018-06-30T01:09:00Z,centralmaine.com,,https://www.centralmaine.com/2018/04/30/king-collins-push-for-more-research-on-ocean-warming-in-gulf-of-maine/,
English531,English529,0.281,Information-Not-Propagated,US environment agency grants waiver to oil refinery owned by billionaire ex-Trump adviser,News of the Day From Around the World,The Independent,San Francisco Gate,2018-04-30T20:24:00Z,2018-04-30T20:45:00Z,independent.co.uk,sfgate.com,http://www.independent.co.uk/news/world/americas/us-politics/donald-trump-carl-icahn-scott-pruitt-epa-oil-refinery-fuel-standards-ethanol-a8330196.html,https://www.sfgate.com/world/article/News-of-the-Day-From-Around-the-World-12875649.php
English532,English987,0.286,Information-Not-Propagated,King- Collins push for more research on ocean warming in Gulf of Maine - Portland Press Herald,Suspect in killing of Lyft driver booked into a Phoenix jail,Portland Press Herald,The Seattle Times,2018-04-30T20:10:00Z,2019-01-31T23:11:00Z,pressherald.com,seattletimes.com,https://www.pressherald.com/2018/04/30/king-collins-push-for-more-research-on-ocean-warming-in-gulf-of-maine/,https://www.seattletimes.com/nation-world/nation/suspect-in-killing-of-lyft-driver-booked-into-a-phoenix-jail/
English533,English3,0.568,Unsure,Michelle Wolf wasn't the first to shock a media dinner. Stephen Colbert and Wanda Sykes- anyone?,Coronavirus to cut CO2 emissions by most in human history: Platts Analytics,Washington Post,S&P Global,2018-04-30T20:09:00Z,2020-04-29T07:22:00Z,washingtonpost.com,spglobal.com,https://www.washingtonpost.com/news/reliable-source/wp/2018/04/30/michelle-wolf-wasnt-the-first-to-shock-a-media-dinner-stephen-colbert-and-wanda-sykes-anyone/,https://www.spglobal.com/platts/en/market-insights/latest-news/coal/042920-coronavirus-to-cut-co2-emissions-by-most-in-human-history-platts-analytics
