source,target,weight,Class,source-title,target-title,source-publisher, target-publisher,source-time,target-time,from-pub-uri,to-pub-uri,source-url, target-url
English996,English984,0.356,Information-Not-Propagated,Alabama: Inmate can be executed without chaplain present,Crucial climate current surprise,The Seattle Times,Stuff,2019-01-31T22:16:00Z,2019-01-31T23:17:00Z,seattletimes.com,stuff.co.nz,https://www.seattletimes.com/nation-world/nation/alabama-inmate-can-be-executed-without-chaplain-present/,http://www.stuff.co.nz/world/110306987/Ocean-mixing-that-drives-climate-found-in-surprise-location
English997,English968,0.32,Information-Not-Propagated,One of the largest glaciers in the world melting at an accelerated pace,Even the polar vortex can cause racial tension and bullying,bobrtimes.com,chicagonow.com,2019-01-31T22:13:00Z,2019-01-31T23:58:00Z,bobrtimes.com,chicagonow.com,https://bobrtimes.com/one-of-the-largest-glaciers-in-the-world-melting-at-an-accelerated-pace/192587/,http://www.chicagonow.com/from-overalls-to-stilettos/2019/01/even-the-polar-vortex-can-cause-racial-tension-and-bullying/
English998,English993,0.212,Information-Not-Propagated,Hospital- doc face 9th suit over patient deaths- drug doses,Julius Campbell- of 'Remember the Titans' team- dies at 65,The Seattle Times,The Seattle Times,2019-01-31T22:06:00Z,2019-01-31T22:45:00Z,seattletimes.com,seattletimes.com,https://www.seattletimes.com/nation-world/nation/hospital-doc-face-9th-suit-over-patient-deaths-drug-doses/,https://www.seattletimes.com/nation-world/nation/julius-campbell-of-remember-the-titans-team-dies-at-65/
English999,English991,0.363,Information-Not-Propagated,Last of Arkansas execution drugs expire- law fix sought,Lawyers: $6.5 million to settle false arrest claim,The Seattle Times,The Seattle Times,2019-01-31T22:06:00Z,2019-01-31T22:55:00Z,seattletimes.com,seattletimes.com,https://www.seattletimes.com/nation-world/nation/last-of-arkansas-execution-drugs-expire-law-fix-sought/,https://www.seattletimes.com/nation-world/nation/lawyers-6-5-million-to-settle-false-arrest-claim/
German10,German2,0.375,Information-Not-Propagated,Christian Doppler und die falsche Erklärung der Sternfarben: Die Science Busters kommen nicht nach... Salzburg,Neptun ist ein Berliner: Die Science Busters kommen nicht nach... Berlin!,ScienceBlogs,ScienceBlogs,2020-04-17T01:58:00Z,2020-04-25T09:32:00Z,scienceblogs.de,scienceblogs.de,http://scienceblogs.de/astrodicticum-simplex/2020/04/16/christian-doppler-und-die-falsche-erklaerung-der-sternfarben-die-science-busters-kommen-nicht-nach-salzburg/,http://scienceblogs.de/astrodicticum-simplex/2020/04/25/neptun-ist-ein-berliner-die-science-busters-kommen-nicht-nach-berlin/
German100,German99,0.447,Unsure,Klimawandel: Tierfilm-Legende Attenborough erneut in der Kritik,Klimawandel: Tierfilm-Legende Attenborough erneut in der Kritik,Die Achse des Guten,alternative-presseschau.com,2019-12-03T11:23:00Z,2019-12-03T11:32:00Z,achgut.com,alternative-presseschau.com,https://www.achgut.com/artikel/klimawandel_tierfilm_legende_attenborough_erneut_in_der_kritik,https://alternative-presseschau.com/klimawandel-tierfilm-legende-attenborough-erneut-in-der-kritik/
German101,German42,0.39,Information-Not-Propagated,China: CO2 Klima-Leugner,Globale Erwärmung: Die Erde wird grüner,LinkeZeitung,Die Achse des Guten,2019-11-30T07:37:00Z,2020-03-20T12:39:00Z,linkezeitung.de,achgut.com,https://linkezeitung.de/2019/11/30/china-co2-klima-leugner/,https://www.achgut.com/artikel/globale_erwaermung_die_erde_wird_gruener
German102,German101,0.629,Unsure,KenFM: China - CO2 Klima-Leugner,China: CO2 Klima-Leugner,ExtremNews,LinkeZeitung,2019-11-30T05:06:00Z,2019-11-30T07:37:00Z,extremnews.com,linkezeitung.de,https://www.extremnews.com/meinungen-kommentare/99c417785b53fa2,https://linkezeitung.de/2019/11/30/china-co2-klima-leugner/
German103,German102,0.778,Information-Propagated,Tagesdosis 29.11.2019 - China: CO2 Klima-Leugner | KenFM.de,KenFM: China - CO2 Klima-Leugner,Apokalyps Nu!,ExtremNews,2019-11-29T16:30:00Z,2019-11-30T05:06:00Z,apokalypsnu.nl,extremnews.com,https://apokalypsnu.nl/2019/11/29/tagesdosis-29-11-2019-china-co2-klima-leugner-kenfm-de/,https://www.extremnews.com/meinungen-kommentare/99c417785b53fa2
German104,German48,0.35,Information-Not-Propagated,Das Ozonloch haben wir im Griff - den Klimawandel also auch?,Mein Klimakurs  in der Wüste,onetz.de,Die Achse des Guten,2019-11-29T10:27:00Z,2020-03-12T05:36:00Z,onetz.de,achgut.com,https://www.onetz.de/deutschland-welt/ozonloch-haben-griff-klimawandel-also-id2910133.html,https://www.achgut.com/artikel/mein_klimakurs_in_der_Wueste
German105,German64,0.728,Information-Propagated,DGAP-News: LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds (deutsch),DGAP-News: Deutscher Fondspreis und EURuro-FundAward für den LBBW Global Warming (deutsch),FinanzNachrichten.de,FinanzNachrichten.de,2019-11-28T15:19:00Z,2020-01-30T09:13:00Z,finanznachrichten.de,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2019-11/48298064-dgap-news-lbbw-asset-management-erhaelt-auszeichnung-des-fng-fuer-vier-nachhaltigkeitsfonds-deutsch-016.htm,https://www.finanznachrichten.de/nachrichten-2020-01/48725782-dgap-news-deutscher-fondspreis-und-eururo-fundaward-fuer-den-lbbw-global-warming-deutsch-016.htm
German106,German105,0.992,Information-Propagated,LBBW Asset Management : erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds,DGAP-News: LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds (deutsch),MarketScreener.com,FinanzNachrichten.de,2019-11-28T14:48:00Z,2019-11-28T15:19:00Z,de.marketscreener.com,finanznachrichten.de,https://de.marketscreener.com//boerse-nachrichten/LBBW-Asset-Management-erhalt-Auszeichnung-des-FNG-fur-vier-Nachhaltigkeitsfonds--29655267/,https://www.finanznachrichten.de/nachrichten-2019-11/48298064-dgap-news-lbbw-asset-management-erhaelt-auszeichnung-des-fng-fuer-vier-nachhaltigkeitsfonds-deutsch-016.htm
German107,German108,0.74,Information-Propagated,LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds (deutsch),LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds,wallstreet:online,wallstreet:online,2019-11-28T14:47:00Z,2019-11-28T14:47:00Z,wallstreet-online.de,wallstreet-online.de,https://www.wallstreet-online.de/nachricht/11940761-dgap-news-lbbw-asset-management-auszeichnung-fng-nachhaltigkeitsfonds-deutsch,https://www.wallstreet-online.de/nachricht/11940770-dgap-news-lbbw-asset-management-auszeichnung-fng-nachhaltigkeitsfonds
German108,German107,0.74,Information-Propagated,LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds,LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds (deutsch),wallstreet:online,wallstreet:online,2019-11-28T14:47:00Z,2019-11-28T14:47:00Z,wallstreet-online.de,wallstreet-online.de,https://www.wallstreet-online.de/nachricht/11940770-dgap-news-lbbw-asset-management-auszeichnung-fng-nachhaltigkeitsfonds,https://www.wallstreet-online.de/nachricht/11940761-dgap-news-lbbw-asset-management-auszeichnung-fng-nachhaltigkeitsfonds-deutsch
German109,German105,0.949,Information-Propagated,DGAP-News: LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds,DGAP-News: LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds (deutsch),beta.financial.de,FinanzNachrichten.de,2019-11-28T14:35:00Z,2019-11-28T15:19:00Z,beta.financial.de,finanznachrichten.de,http://beta.financial.de/news/unternehmensnews/dgap-news-lbbw-asset-management-erhalt-auszeichnung-des-fng-fur-vier-nachhaltigkeitsfonds/,https://www.finanznachrichten.de/nachrichten-2019-11/48298064-dgap-news-lbbw-asset-management-erhaelt-auszeichnung-des-fng-fuer-vier-nachhaltigkeitsfonds-deutsch-016.htm
German11,German2,0.256,Information-Not-Propagated,Ur-Ahn unserer Eidechsen entdeckt,Neptun ist ein Berliner: Die Science Busters kommen nicht nach... Berlin!,umweltnetz-schweiz,ScienceBlogs,2020-04-14T15:47:00Z,2020-04-25T09:32:00Z,umweltnetz-schweiz.ch,scienceblogs.de,https://www.umweltnetz-schweiz.ch/themen/bildung/3456-ur-ahn-unserer-eidechsen-entdeckt.html,http://scienceblogs.de/astrodicticum-simplex/2020/04/25/neptun-ist-ein-berliner-die-science-busters-kommen-nicht-nach-berlin/
German110,German105,0.991,Information-Propagated,LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds,DGAP-News: LBBW Asset Management erhält Auszeichnung des FNG für vier Nachhaltigkeitsfonds (deutsch),MarketScreener.com,FinanzNachrichten.de,2019-11-28T14:32:00Z,2019-11-28T15:19:00Z,de.marketscreener.com,finanznachrichten.de,https://de.marketscreener.com//boerse-nachrichten/LBBW-Asset-Management-erhalt-Auszeichnung-des-FNG-fur-vier-Nachhaltigkeitsfonds--29655260/,https://www.finanznachrichten.de/nachrichten-2019-11/48298064-dgap-news-lbbw-asset-management-erhaelt-auszeichnung-des-fng-fuer-vier-nachhaltigkeitsfonds-deutsch-016.htm
German111,German66,0.335,Information-Not-Propagated,technotrans führt neue Kühlgeräte ein und stellt auf umweltschonendes Kältemittel um,LBBW Asset Management : Deutscher Fondspreis und ?uro-FundAward für den LBBW Global Warming,firmenpresse,MarketScreener.com,2019-11-28T10:18:00Z,2020-01-30T09:04:00Z,firmenpresse.de,de.marketscreener.com,https://www.firmenpresse.de/pressinfo1774870/technotrans-fuehrt-neue-kuehlgeraete-ein-und-stellt-auf-umweltschonendes-kaeltemittel-um.html,https://de.marketscreener.com//boerse-nachrichten/LBBW-Asset-Management-Deutscher-Fondspreis-und-uro-FundAward-fur-den-LBBW-Global-Warming--29912277/
German112,German37,0.267,Information-Not-Propagated,Irisches Feeling im Konzerthaus Weinviertel,Nach Kritik an Greta: Naidoo äußert skurrile Klimawandel-Theorie,ORF Niederösterreich,Gießener Allgemeine,2019-11-25T10:21:00Z,2020-03-28T22:07:00Z,noe.orf.at,giessener-allgemeine.de,https://noe.orf.at/stories/3023126/,https://www.giessener-allgemeine.de/politik/xavier-naidoo-dsds-klimawandel-theorie-greta-thunberg-video-fridays-for-future-zr-13600840.html
German113,German32,0.423,Unsure,Historiker Radkau zu Klimawandel und Fridays for Future,Nach Kritik an Greta: Naidoo äußert skurrile Klimawandel-Theorie,NZZ Neue Zürcher Zeitung,HNA,2019-11-24T16:01:00Z,2020-03-28T22:31:00Z,nzz.ch,hna.de,https://www.nzz.ch/international/historiker-radkau-zu-klimawandel-und-fridays-for-future-ld.1515838,https://www.hna.de/politik/xavier-naidoo-dsds-klimawandel-theorie-greta-thunberg-video-fridays-for-future-zr-13600840.html
German114,German112,0.743,Information-Propagated,Abwechslungsreiches Programm 2020 im Konzerthaus Weinviertel,Irisches Feeling im Konzerthaus Weinviertel,Salzburger Nachrichten,ORF Niederösterreich,2019-11-24T12:28:00Z,2019-11-25T10:21:00Z,sn.at,noe.orf.at,https://www.sn.at/kultur/allgemein/abwechslungsreiches-programm-2020-im-konzerthaus-weinviertel-79697953,https://noe.orf.at/stories/3023126/
German115,German114,0.94,Information-Propagated,Abwechslungsreiches Programm 2020 im Konzerthaus Weinviertel,Abwechslungsreiches Programm 2020 im Konzerthaus Weinviertel,Vienna Online,Salzburger Nachrichten,2019-11-24T12:08:00Z,2019-11-24T12:28:00Z,vienna.at,sn.at,https://www.vienna.at/abwechslungsreiches-programm-2020-im-konzerthaus-weinviertel/6435522,https://www.sn.at/kultur/allgemein/abwechslungsreiches-programm-2020-im-konzerthaus-weinviertel-79697953
German116,German115,1,Information-Propagated,Abwechslungsreiches Programm 2020 im Konzerthaus Weinviertel,Abwechslungsreiches Programm 2020 im Konzerthaus Weinviertel,Salzburg24.at,Vienna Online,2019-11-24T11:56:00Z,2019-11-24T12:08:00Z,vol.at,vienna.at,https://www.vol.at/abwechslungsreiches-programm-2020-im-konzerthaus-weinviertel/6435522,https://www.vienna.at/abwechslungsreiches-programm-2020-im-konzerthaus-weinviertel/6435522
German117,German66,0.376,Information-Not-Propagated,Regina- Saskatchewan - Der BD3-Anlage kommt nun die Ehre zuteil- eine der weltweit ersten ihrer Art zu sein - das heißt- dass hier nicht nur erstmals diese Technologie zum Einsatz kam- sondern auch die Bereitschaft vorhanden war- erste Erfahrungen ,LBBW Asset Management : Deutscher Fondspreis und ?uro-FundAward für den LBBW Global Warming,POPULÄRE PRESSE,MarketScreener.com,2019-11-23T09:24:00Z,2020-01-30T09:04:00Z,poppress.de,de.marketscreener.com,https://www.poppress.de/wirtschaft/regina-saskatchewan-der-bd3-anlage-kommt-nun-die-ehre-zuteil-eine-der-weltweit/59581273,https://de.marketscreener.com//boerse-nachrichten/LBBW-Asset-Management-Deutscher-Fondspreis-und-uro-FundAward-fur-den-LBBW-Global-Warming--29912277/
German118,German35,0.221,Information-Not-Propagated,Berner Chor singt Trump-Tweets,Nach Kritik an Greta: Naidoo äußert skurrile Klimawandel-Theorie,Der Bund,az-online.de,2019-11-20T05:22:00Z,2020-03-28T22:21:00Z,derbund.ch,az-online.de,https://www.derbund.ch/10613033,https://www.az-online.de/politik/xavier-naidoo-dsds-klimawandel-theorie-greta-thunberg-video-fridays-for-future-zr-13600840.html
German119,German33,0.324,Information-Not-Propagated,Ist Wintersport noch zeitgemäß? | Freie Presse - Wintersport,Nach Kritik an Greta: Naidoo äußert skurrile Klimawandel-Theorie,Freie Presse,tz,2019-11-15T21:00:00Z,2020-03-28T22:26:00Z,freiepresse.de,tz.de,https://www.freiepresse.de/ist-wintersport-noch-zeitgem-artikel10660944,https://www.tz.de/politik/xavier-naidoo-dsds-klimawandel-theorie-greta-thunberg-video-fridays-for-future-zr-13600840.html
German12,German2,0.331,Information-Not-Propagated,Mein Sommer mit Ali,Neptun ist ein Berliner: Die Science Busters kommen nicht nach... Berlin!,Tagesspiegel,ScienceBlogs,2020-04-14T11:18:00Z,2020-04-25T09:32:00Z,tagesspiegel.de,scienceblogs.de,https://www.tagesspiegel.de/gesellschaft/vorlesegeschichte-mein-sommer-mit-ali/25728492.html,http://scienceblogs.de/astrodicticum-simplex/2020/04/25/neptun-ist-ein-berliner-die-science-busters-kommen-nicht-nach-berlin/
German120,German36,0.343,Information-Not-Propagated,Geburtenexplosion bei Eisbären: Professorin widerlegt Klimawandel und fliegt von Uni,Nach Kritik an Greta: Naidoo äußert skurrile Klimawandel-Theorie,ExtremNews,Merkur.de,2019-11-12T23:16:00Z,2020-03-28T22:19:00Z,extremnews.com,merkur.de,https://www.extremnews.com/nachrichten/natur-und-umwelt/b3951772beceefe,https://www.merkur.de/politik/xavier-naidoo-dsds-klimawandel-theorie-greta-thunberg-video-fridays-for-future-zr-13600840.html
German121,German70,0.312,Information-Not-Propagated,Global Warming Sucks!,Weltuntergangsszenarien in der Literatur - Vom großen Knall zur schleichenden Katastrophe,app.media.ccc.de,Deutschlandfunk Kultur,2019-11-12T12:19:00Z,2020-01-22T16:30:00Z,app.media.ccc.de,deutschlandfunkkultur.de,https://app.media.ccc.de/v/thms-11-global-warming-sucks-,https://www.deutschlandfunkkultur.de/weltuntergangsszenarien-in-der-literatur-vom-grossen-knall.1270.de.html?dram:article_id=468463
German122,German32,0.399,Information-Not-Propagated,Die Kultur-Propaganda,Nach Kritik an Greta: Naidoo äußert skurrile Klimawandel-Theorie,Rubikon,HNA,2019-11-08T11:15:00Z,2020-03-28T22:31:00Z,rubikon.news,hna.de,https://www.rubikon.news/artikel/die-kultur-propaganda,https://www.hna.de/politik/xavier-naidoo-dsds-klimawandel-theorie-greta-thunberg-video-fridays-for-future-zr-13600840.html
German123,German100,0.393,Information-Not-Propagated,Klimawandel: Tierfilm-Legende Attenborough gibt implizit Täuschung zu,Klimawandel: Tierfilm-Legende Attenborough erneut in der Kritik,Die Achse des Guten,Die Achse des Guten,2019-11-07T05:41:00Z,2019-12-03T11:23:00Z,achgut.com,achgut.com,https://www.achgut.com/artikel/klimawandel_tierflim_legende_attenborough_gibt_implizit_taeuschung_zu,https://www.achgut.com/artikel/klimawandel_tierfilm_legende_attenborough_erneut_in_der_kritik
German124,German8,0.32,Information-Not-Propagated,Druckluft zukunftssicher trocknen: Auswirkungen der F-Gase-Verordnung auf die Druckluftaufbereitung,LBBW Global Warming-Fonds: 03/2020-Bericht- Wertrückgang von 10-4%,FinanzNachrichten.de,FinanzNachrichten.de,2019-11-05T06:36:00Z,2020-04-20T15:12:00Z,finanznachrichten.de,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2019-11/48084834-druckluft-zukunftssicher-trocknen-auswirkungen-der-f-gase-verordnung-auf-die-druckluftaufbereitung-129.htm,https://www.finanznachrichten.de/nachrichten-2020-04/49420579-lbbw-global-warming-fonds-03-2020-bericht-wertrueckgang-von-10-4-452.htm
German125,German70,0.321,Information-Not-Propagated,Ski Alpin: Gletscher-Rennen sind ein Mahnmal für den Klimawandel,Weltuntergangsszenarien in der Literatur - Vom großen Knall zur schleichenden Katastrophe,NZZ Neue Zürcher Zeitung,Deutschlandfunk Kultur,2019-10-28T05:25:00Z,2020-01-22T16:30:00Z,nzz.ch,deutschlandfunkkultur.de,https://www.nzz.ch/sport/gletscher-rennen-sind-ein-mahnmal-fuer-den-klimawandel-ld.1518142,https://www.deutschlandfunkkultur.de/weltuntergangsszenarien-in-der-literatur-vom-grossen-knall.1270.de.html?dram:article_id=468463
German126,German14,0.311,Information-Not-Propagated,Spektakuläres Video: Seeadler fliegt mit einer Kamera über die Alpen,Weniger riskant: Nachhaltige Aktienfonds haben den Crash besser verkraftet - 05.04.20 - BÖRSE ONLINE,Solinger Tageblatt,BÖRSE ONLINE,2019-10-22T09:33:00Z,2020-04-05T08:07:00Z,solinger-tageblatt.de,boerse-online.de,https://www.solinger-tageblatt.de/panorama/alpen-video-seeadler-mit-kamera-filmt-gletscher-und-zeigt-klimawandel-zr-13142439.html,https://www.boerse-online.de/nachrichten/fonds/weniger-riskant-nachhaltige-aktienfonds-haben-den-crash-besser-verkraftet-1029038223
